YEAR,DISTRICT ,TOTAL CANDIDATES,Total DIV 1,% DIV 1,Total DIV 2,% DIV 2,Total DIV 3,% DIV 3,Total DIV 4,% DIV 4,Total DIV 7,% DIV 7,Total DIV 9,% DIV 9,Total DIV X,% X,FEMALE CANDIDATES,FEMALE TOTAL DIV1 ,FEMALE % DIV1 ,FEMALE TOTAL DIV2 ,FEMALE % DIV2,FEMALE TOTAL DIV3,FEMALE % DIV3,FEMALE TOTAL DIV4,FEMALE % DIV4,FEMALE TOTAL DIV7,FEMALE % DIV7,FEMALE TOTAL DIV9,FEMALE % DIV9,FEMALE TOTAL X,FEMALE % X ,MALE CANDIDATES,MALE TOTAL DIV1 ,MALE % DIV1 ,MALE TOTAL DIV2,MALE % DIV2,MALE TOTAL DIV3,MALE % DIV3,MALE TOTAL DIV4,MALE % DIV4 ,MALE TOTAL DIV7,MALE % DIV7,MALE TOTAL DIV9,MALE % DIV9,MALE TOTAL X,MALE % X
numeric,string,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
2014,KABAROLE ,4205,175,4.2,564,13.4,857,20.4,2265,53.9,39,0.9,262,6.2,43,1,2062,78,3.8,290,14.1,376,18.2,1135,55,9,0.4,156,7.6,18,0.9,2143,97,4.5,274,12.8,481,22.4,1130,52.7,30,1.4,106,4.9,25,1.2
2015,AMUDAT ,47,0,0,4,8.5,7,14.9,29,61.7,0,0,7,14.9,0,0,18,0,0,1,5.6,1,5.6,12,66.7,0,0,4,22.2,0,0,29,0,0,3,10.3,6,20.7,17,58.6,0,0,3,10.3,0,0
2015,PADER ,711,36,5.1,130,18.3,227,31.9,254,35.7,1,0.1,28,3.9,35,4.9,252,6,2.4,31,12.3,74,29.4,113,44.8,0,0,16,6.3,12,4.8,459,30,6.5,99,21.6,153,33.3,141,30.7,1,0.2,12,2.6,23,5
2015,SERERE ,1913,36,1.9,202,10.6,485,25.4,960,50.2,3,0.2,174,9.1,53,2.8,841,10,1.2,56,6.7,210,25,456,54.2,0,0,89,10.6,20,2.4,1072,26,2.4,146,13.6,275,25.7,504,47,3,0.3,85,7.9,33,3.1
2015,RUBIRIZI ,1069,91,8.5,244,22.8,292,27.3,355,33.2,2,0.2,55,5.1,30,2.8,530,27,5.1,110,20.8,142,26.8,197,37.2,1,0.2,41,7.7,12,2.3,539,64,11.9,134,24.9,150,27.8,158,29.3,1,0.2,14,2.6,18,3.3
2015,MITYANA ,4600,420,9.1,761,16.5,1010,22,1946,42.3,17,0.4,368,8,78,1.7,2517,177,7,380,15.1,577,22.9,1133,45,13,0.5,192,7.6,45,1.8,2083,243,11.7,381,18.3,433,20.8,813,39,4,0.2,176,8.4,33,1.6
2015,NWOYA ,372,7,1.9,51,13.7,97,26.1,189,50.8,1,0.3,21,5.6,6,1.6,122,0,0,9,7.4,21,17.2,77,63.1,1,0.8,13,10.7,1,0.8,250,7,2.8,42,16.8,76,30.4,112,44.8,0,0,8,3.2,5,2
2015,NAKASEKE ,1723,75,4.4,228,13.2,395,22.9,825,47.9,7,0.4,160,9.3,33,1.9,909,24,2.6,108,11.9,205,22.6,464,51,4,0.4,83,9.1,21,2.3,814,51,6.3,120,14.7,190,23.3,361,44.3,3,0.4,77,9.5,12,1.5
2015,BUIKWE ,5623,569,10.1,1035,18.4,1282,22.8,2209,39.3,17,0.3,401,7.1,110,2,2986,225,7.5,487,16.3,695,23.3,1282,42.9,8,0.3,232,7.8,57,1.9,2637,344,13,548,20.8,587,22.3,927,35.2,9,0.3,169,6.4,53,2
2015,JINJA ,7561,672,8.9,1191,15.8,1672,22.1,3052,40.4,39,0.5,760,10.1,175,2.3,3656,161,4.4,469,12.8,825,22.6,1682,46,14,0.4,413,11.3,92,2.5,3905,511,13.1,722,18.5,847,21.7,1370,35.1,25,0.6,347,8.9,83,2.1
2015,GULU ,3582,225,6.3,662,18.5,999,27.9,1389,38.8,8,0.2,218,6.1,81,2.3,1451,57,3.9,196,13.5,396,27.3,667,46,1,0.1,107,7.4,27,1.9,2131,168,7.9,466,21.9,603,28.3,722,33.9,7,0.3,111,5.2,54,2.5
2015,MARACHA ,939,32,3.4,147,15.7,309,32.9,392,41.7,4,0.4,36,3.8,19,2,361,1,0.3,18,5,120,33.2,192,53.2,1,0.3,21,5.8,8,2.2,578,31,5.4,129,22.3,189,32.7,200,34.6,3,0.5,15,2.6,11,1.9
2015,BUYENDE ,1273,23,1.8,106,8.3,250,19.6,626,49.2,3,0.2,230,18.1,35,2.7,495,3,0.6,26,5.3,86,17.4,248,50.1,2,0.4,112,22.6,18,3.6,778,20,2.6,80,10.3,164,21.1,378,48.6,1,0.1,118,15.2,17,2.2
2015,KYEGEGWA ,771,36,4.7,102,13.2,171,22.2,348,45.1,3,0.4,92,11.9,19,2.5,324,12,3.7,35,10.8,81,25,141,43.5,2,0.6,40,12.3,13,4,447,24,5.4,67,15,90,20.1,207,46.3,1,0.2,52,11.6,6,1.3
2015,WAKISO ,30388,5497,18.1,6270,20.6,6755,22.2,9977,32.8,93,0.3,1334,4.4,462,1.5,16309,2400,14.7,3213,19.7,3849,23.6,5852,35.9,46,0.3,718,4.4,231,1.4,14079,3097,22,3057,21.7,2906,20.6,4125,29.3,47,0.3,616,4.4,231,1.6
2015,KOLE ,1040,69,6.6,204,19.6,296,28.5,397,38.2,0,0,58,5.6,16,1.5,392,39,9.9,54,13.8,86,21.9,177,45.2,0,0,29,7.4,7,1.8,648,30,4.6,150,23.1,210,32.4,220,34,0,0,29,4.5,9,1.4
2015,KALUNGU ,2357,336,14.3,460,19.5,492,20.9,889,37.7,24,1,113,4.8,43,1.8,1369,189,13.8,261,19.1,276,20.2,537,39.2,8,0.6,66,4.8,32,2.3,988,147,14.9,199,20.1,216,21.9,352,35.6,16,1.6,47,4.8,11,1.1
2015,KITGUM ,501,6,1.2,60,12,137,27.3,244,48.7,2,0.4,35,7,17,3.4,176,0,0,14,8,41,23.3,94,53.4,1,0.6,21,11.9,5,2.8,325,6,1.8,46,14.2,96,29.5,150,46.2,1,0.3,14,4.3,12,3.7
2015,NTOROKO ,206,2,1,13,6.3,35,17,114,55.3,4,1.9,28,13.6,10,4.9,69,0,0,1,1.4,11,15.9,43,62.3,1,1.4,9,13,4,5.8,137,2,1.5,12,8.8,24,17.5,71,51.8,3,2.2,19,13.9,6,4.4
2015,ABIM ,408,2,0.5,51,12.5,134,32.8,191,46.8,0,0,16,3.9,14,3.4,219,0,0,20,9.1,77,35.2,106,48.4,0,0,9,4.1,7,3.2,189,2,1.1,31,16.4,57,30.2,85,45,0,0,7,3.7,7,3.7
2015,OTUKE ,444,75,16.9,142,32,112,25.2,95,21.4,1,0.2,7,1.6,12,2.7,122,13,10.7,36,29.5,27,22.1,39,32,0,0,3,2.5,4,3.3,322,62,19.3,106,32.9,85,26.4,56,17.4,1,0.3,4,1.2,8,2.5
2015,MOYO ,950,33,3.5,134,14.1,291,30.6,402,42.3,6,0.6,60,6.3,24,2.5,353,3,0.8,29,8.2,105,29.7,174,49.3,2,0.6,34,9.6,6,1.7,597,30,5,105,17.6,186,31.2,228,38.2,4,0.7,26,4.4,18,3
2015,NAKASONGOLA ,1621,33,2,159,9.8,353,21.8,815,50.3,4,0.2,220,13.6,37,2.3,746,11,1.5,44,5.9,160,21.4,392,52.5,1,0.1,119,16,19,2.5,875,22,2.5,115,13.1,193,22.1,423,48.3,3,0.3,101,11.5,18,2.1
2015,KWEEN ,1126,6,0.5,88,7.8,262,23.3,590,52.4,4,0.4,158,14,18,1.6,538,1,0.2,34,6.3,117,21.7,291,54.1,1,0.2,87,16.2,7,1.3,588,5,0.9,54,9.2,145,24.7,299,50.9,3,0.5,71,12.1,11,1.9
2015,SIRONKO ,2042,35,1.7,202,9.9,412,20.2,1022,50,7,0.3,315,15.4,49,2.4,969,8,0.8,74,7.6,173,17.9,519,53.6,4,0.4,168,17.3,23,2.4,1073,27,2.5,128,11.9,239,22.3,503,46.9,3,0.3,147,13.7,26,2.4
2015,AMURU ,444,18,4.1,62,14,122,27.5,198,44.6,4,0.9,37,8.3,3,0.7,154,3,1.9,7,4.5,35,22.7,78,50.6,3,1.9,26,16.9,2,1.3,290,15,5.2,55,19,87,30,120,41.4,1,0.3,11,3.8,1,0.3
2015,BUGIRI ,672,8,1.2,44,6.5,130,19.3,362,53.9,1,0.1,110,16.4,17,2.5,232,1,0.4,6,2.6,38,16.4,140,60.3,1,0.4,43,18.5,3,1.3,440,7,1.6,38,8.6,92,20.9,222,50.5,0,0,67,15.2,14,3.2
2015,NAPAK ,116,6,5.2,39,33.6,44,37.9,27,23.3,0,0,0,0,0,0,90,6,6.7,34,37.8,36,40,14,15.6,0,0,0,0,0,0,26,0,0,5,19.2,8,30.8,13,50,0,0,0,0,0,0
2015,BUTAMBALA ,2329,210,9,352,15.1,433,18.6,1058,45.4,10,0.4,227,9.7,39,1.7,1262,83,6.6,155,12.3,241,19.1,611,48.4,8,0.6,137,10.9,27,2.1,1067,127,11.9,197,18.5,192,18,447,41.9,2,0.2,90,8.4,12,1.1
2015,ZOMBO ,646,12,1.9,53,8.2,128,19.8,378,58.5,2,0.3,61,9.4,12,1.9,219,0,0,13,5.9,31,14.2,143,65.3,0,0,29,13.2,3,1.4,427,12,2.8,40,9.4,97,22.7,235,55,2,0.5,32,7.5,9,2.1
2015,LIRA ,5545,319,5.8,1053,19,1594,28.7,2065,37.2,56,1,301,5.4,157,2.8,2450,55,2.2,327,13.3,690,28.2,1100,44.9,32,1.3,197,8,49,2,3095,264,8.5,726,23.5,904,29.2,965,31.2,24,0.8,104,3.4,108,3.5
2015,SOROTI ,5188,373,7.2,994,19.2,1414,27.3,2023,39,11,0.2,295,5.7,78,1.5,2268,87,3.8,351,15.5,666,29.4,997,44,3,0.1,135,6,29,1.3,2920,286,9.8,643,22,748,25.6,1026,35.1,8,0.3,160,5.5,49,1.7
2015,NGORA ,1819,97,5.3,294,16.2,461,25.3,774,42.6,27,1.5,132,7.3,34,1.9,859,30,3.5,103,12,221,25.7,401,46.7,13,1.5,72,8.4,19,2.2,960,67,7,191,19.9,240,25,373,38.9,14,1.5,60,6.3,15,1.6
2015,BUNDIBUGYO ,1027,7,0.7,56,5.5,170,16.6,531,51.7,15,1.5,225,21.9,23,2.2,383,1,0.3,13,3.4,58,15.1,203,53,4,1,98,25.6,6,1.6,644,6,0.9,43,6.7,112,17.4,328,50.9,11,1.7,127,19.7,17,2.6
2015,KABERAMAIDO ,1323,17,1.3,115,8.7,310,23.4,685,51.8,2,0.2,170,12.8,24,1.8,496,3,0.6,23,4.6,109,22,276,55.6,0,0,79,15.9,6,1.2,827,14,1.7,92,11.1,201,24.3,409,49.5,2,0.2,91,11,18,2.2
2015,MPIGI ,4364,480,11,860,19.7,1011,23.2,1715,39.3,9,0.2,219,5,70,1.6,2358,205,8.7,455,19.3,556,23.6,991,42,4,0.2,109,4.6,38,1.6,2006,275,13.7,405,20.2,455,22.7,724,36.1,5,0.2,110,5.5,32,1.6
2015,BUDAKA ,1996,72,3.6,267,13.4,474,23.7,880,44.1,2,0.1,260,13,41,2.1,927,20,2.2,94,10.1,236,25.5,436,47,0,0,120,12.9,21,2.3,1069,52,4.9,173,16.2,238,22.3,444,41.5,2,0.2,140,13.1,20,1.9
2015,KIBAALE ,3625,196,5.4,534,14.7,884,24.4,1593,43.9,10,0.3,295,8.1,113,3.1,1753,83,4.7,212,12.1,410,23.4,828,47.2,2,0.1,167,9.5,51,2.9,1872,113,6,322,17.2,474,25.3,765,40.9,8,0.4,128,6.8,62,3.3
2015,BUDUDA ,1019,16,1.6,114,11.2,234,23,504,49.5,2,0.2,132,13,17,1.7,502,1,0.2,44,8.8,114,22.7,258,51.4,1,0.2,78,15.5,6,1.2,517,15,2.9,70,13.5,120,23.2,246,47.6,1,0.2,54,10.4,11,2.1
2015,KIBOGA ,1217,55,4.5,138,11.3,199,16.4,618,50.8,7,0.6,182,15,18,1.5,582,9,1.5,63,10.8,89,15.3,313,53.8,4,0.7,95,16.3,9,1.5,635,46,7.2,75,11.8,110,17.3,305,48,3,0.5,87,13.7,9,1.4
2015,PALLISA. ,3521,55,1.6,311,8.8,740,21,1718,48.8,13,0.4,614,17.4,70,2,1434,6,0.4,83,5.8,272,19,777,54.2,7,0.5,271,18.9,18,1.3,2087,49,2.3,228,10.9,468,22.4,941,45.1,6,0.3,343,16.4,52,2.5
2015,BUKEDEA ,1196,38,3.2,138,11.5,289,24.2,619,51.8,3,0.3,80,6.7,29,2.4,512,8,1.6,37,7.2,124,24.2,292,57,0,0,39,7.6,12,2.3,684,30,4.4,101,14.8,165,24.1,327,47.8,3,0.4,41,6,17,2.5
2015,NTUNGAMO ,4940,375,7.6,982,19.9,1260,25.5,1921,38.9,12,0.2,308,6.2,82,1.7,2514,90,3.6,405,16.1,652,25.9,1123,44.7,7,0.3,198,7.9,39,1.6,2426,285,11.7,577,23.8,608,25.1,798,32.9,5,0.2,110,4.5,43,1.8
2015,TORORO ,5274,371,7,700,13.3,1095,20.8,2325,44.1,28,0.5,653,12.4,102,1.9,2370,187,7.9,243,10.3,483,20.4,1118,47.2,11,0.5,293,12.4,35,1.5,2904,184,6.3,457,15.7,612,21.1,1207,41.6,17,0.6,360,12.4,67,2.3
2015,MOROTO ,336,36,10.7,61,18.2,91,27.1,132,39.3,1,0.3,7,2.1,8,2.4,89,0,0,6,6.7,21,23.6,56,62.9,0,0,4,4.5,2,2.2,247,36,14.6,55,22.3,70,28.3,76,30.8,1,0.4,3,1.2,6,2.4
2015,KOBOKO ,1378,52,3.8,223,16.2,413,30,545,39.6,4,0.3,107,7.8,34,2.5,485,1,0.2,31,6.4,129,26.6,253,52.2,1,0.2,58,12,12,2.5,893,51,5.7,192,21.5,284,31.8,292,32.7,3,0.3,49,5.5,22,2.5
2015,MBALE ,8007,335,4.2,900,11.2,1544,19.3,3781,47.2,62,0.8,1221,15.2,164,2,3836,104,2.7,336,8.8,693,18.1,1977,51.5,21,0.5,620,16.2,85,2.2,4171,231,5.5,564,13.5,851,20.4,1804,43.3,41,1,601,14.4,79,1.9
2015,BULIISA ,373,5,1.3,38,10.2,76,20.4,176,47.2,1,0.3,61,16.4,16,4.3,129,0,0,7,5.4,13,10.1,74,57.4,0,0,30,23.3,5,3.9,244,5,2,31,12.7,63,25.8,102,41.8,1,0.4,31,12.7,11,4.5
2015,BUSHENYI ,2070,107,5.2,331,16,513,24.8,962,46.5,9,0.4,118,5.7,30,1.4,1137,34,3,162,14.2,266,23.4,570,50.1,4,0.4,79,6.9,22,1.9,933,73,7.8,169,18.1,247,26.5,392,42,5,0.5,39,4.2,8,0.9
2015,KUMI ,1861,42,2.3,211,11.3,566,30.4,904,48.6,2,0.1,113,6.1,23,1.2,877,5,0.6,51,5.8,230,26.2,510,58.2,1,0.1,72,8.2,8,0.9,984,37,3.8,160,16.3,336,34.1,394,40,1,0.1,41,4.2,15,1.5
2015,KATAKWI ,846,13,1.5,92,10.9,237,28,427,50.5,2,0.2,54,6.4,21,2.5,324,3,0.9,20,6.2,86,26.5,178,54.9,2,0.6,27,8.3,8,2.5,522,10,1.9,72,13.8,151,28.9,249,47.7,0,0,27,5.2,13,2.5
2015,AMURIA ,1695,29,1.7,193,11.4,489,28.8,798,47.1,3,0.2,147,8.7,36,2.1,625,2,0.3,49,7.8,167,26.7,335,53.6,2,0.3,60,9.6,10,1.6,1070,27,2.5,144,13.5,322,30.1,463,43.3,1,0.1,87,8.1,26,2.4
2015,MANAFWA ,2758,26,0.9,236,8.6,583,21.1,1401,50.8,15,0.5,439,15.9,58,2.1,1308,8,0.6,75,5.7,239,18.3,714,54.6,3,0.2,242,18.5,27,2.1,1450,18,1.2,161,11.1,344,23.7,687,47.4,12,0.8,197,13.6,31,2.1
2015,KAMPALA ,20742,3281,15.8,4444,21.4,4547,21.9,6854,33,123,0.6,1112,5.4,381,1.8,10990,1592,14.5,2217,20.2,2526,23,3833,34.9,73,0.7,560,5.1,189,1.7,9752,1689,17.3,2227,22.8,2021,20.7,3021,31,50,0.5,552,5.7,192,2
2015,MUBENDE ,3430,122,3.6,365,10.6,633,18.5,1773,51.7,25,0.7,405,11.8,107,3.1,1668,15,0.9,115,6.9,280,16.8,971,58.2,11,0.7,224,13.4,52,3.1,1762,107,6.1,250,14.2,353,20,802,45.5,14,0.8,181,10.3,55,3.1
2015,KABALE ,5993,483,8.1,1083,18.1,1480,24.7,2485,41.5,18,0.3,322,5.4,122,2,3160,152,4.8,468,14.8,809,25.6,1455,46,9,0.3,192,6.1,75,2.4,2833,331,11.7,615,21.7,671,23.7,1030,36.4,9,0.3,130,4.6,47,1.7
2015,BUKWO ,1109,9,0.8,71,6.4,199,17.9,586,52.8,3,0.3,225,20.3,16,1.4,519,0,0,21,4,75,14.5,285,54.9,3,0.6,130,25,5,1,590,9,1.5,50,8.5,124,21,301,51,0,0,95,16.1,11,1.9
2015,KYENJOJO ,1962,43,2.2,188,9.6,411,20.9,931,47.5,9,0.5,327,16.7,53,2.7,873,10,1.1,60,6.9,159,18.2,444,50.9,1,0.1,181,20.7,18,2.1,1089,33,3,128,11.8,252,23.1,487,44.7,8,0.7,146,13.4,35,3.2
2015,KAYUNGA ,3008,220,7.3,495,16.5,691,23,1295,43.1,10,0.3,225,7.5,72,2.4,1516,62,4.1,200,13.2,347,22.9,739,48.7,5,0.3,129,8.5,34,2.2,1492,158,10.6,295,19.8,344,23.1,556,37.3,5,0.3,96,6.4,38,2.5
2015,LWENGO ,1730,112,6.5,251,14.5,393,22.7,814,47.1,6,0.3,115,6.6,39,2.3,904,40,4.4,124,13.7,187,20.7,462,51.1,3,0.3,66,7.3,22,2.4,826,72,8.7,127,15.4,206,24.9,352,42.6,3,0.4,49,5.9,17,2.1
2015,DOKOLO ,740,11,1.5,107,14.5,224,30.3,332,44.9,0,0,51,6.9,15,2,246,1,0.4,14,5.7,61,24.8,137,55.7,0,0,30,12.2,3,1.2,494,10,2,93,18.8,163,33,195,39.5,0,0,21,4.3,12,2.4
2015,MAYUGE ,2724,65,2.4,288,10.6,522,19.2,1259,46.2,36,1.3,452,16.6,102,3.7,1266,14,1.1,97,7.7,217,17.1,643,50.8,14,1.1,227,17.9,54,4.3,1458,51,3.5,191,13.1,305,20.9,616,42.2,22,1.5,225,15.4,48,3.3
2015,BUGIRI MAIN ,2514,36,1.4,155,6.2,388,15.4,1320,52.5,16,0.6,530,21.1,69,2.7,1042,8,0.8,34,3.3,142,13.6,578,55.5,5,0.5,248,23.8,27,2.6,1472,28,1.9,121,8.2,246,16.7,742,50.4,11,0.7,282,19.2,42,2.9
2015,BUSHENYI MAIN ,5083,717,14.1,1212,23.8,1184,23.3,1632,32.1,10,0.2,269,5.3,59,1.2,2781,354,12.7,608,21.9,648,23.3,970,34.9,6,0.2,169,6.1,26,0.9,2302,363,15.8,604,26.2,536,23.3,662,28.8,4,0.2,100,4.3,33,1.4
2015,ADJUMANI ,935,25,2.7,113,12.1,270,28.9,427,45.7,2,0.2,80,8.6,18,1.9,385,4,1,33,8.6,98,25.5,205,53.2,1,0.3,36,9.4,8,2.1,550,21,3.8,80,14.5,172,31.3,222,40.4,1,0.2,44,8,10,1.8
2015,KALANGALA ,114,6,5.3,24,21.1,27,23.7,51,44.7,0,0,2,1.8,4,3.5,60,3,5,11,18.3,13,21.7,28,46.7,0,0,2,3.3,3,5,54,3,5.6,13,24.1,14,25.9,23,42.6,0,0,0,0,1,1.9
2015,SHEEMA ,3767,339,9,735,19.5,964,25.6,1453,38.6,11,0.3,217,5.8,48,1.3,2052,139,6.8,370,18,553,26.9,822,40.1,6,0.3,134,6.5,28,1.4,1715,200,11.7,365,21.3,411,24,631,36.8,5,0.3,83,4.8,20,1.2
2015,BUVUMA ,107,3,2.8,18,16.8,38,35.5,40,37.4,1,0.9,1,0.9,6,5.6,53,0,0,9,17,17,32.1,23,43.4,0,0,0,0,4,7.5,54,3,5.6,9,16.7,21,38.9,17,31.5,1,1.9,1,1.9,2,3.7
2015,BUTALEJA ,1506,27,1.8,125,8.3,248,16.5,773,51.3,3,0.2,292,19.4,38,2.5,613,13,2.1,43,7,83,13.5,341,55.6,1,0.2,120,19.6,12,2,893,14,1.6,82,9.2,165,18.5,432,48.4,2,0.2,172,19.3,26,2.9
2015,GOMBA ,926,15,1.6,73,7.9,151,16.3,522,56.4,4,0.4,138,14.9,23,2.5,496,2,0.4,32,6.5,75,15.1,287,57.9,2,0.4,83,16.7,15,3,430,13,3,41,9.5,76,17.7,235,54.7,2,0.5,55,12.8,8,1.9
2015,IGANGA ,7751,491,6.3,825,10.6,1425,18.4,3702,47.8,62,0.8,1044,13.5,202,2.6,3932,290,7.4,354,9,668,17,1954,49.7,20,0.5,553,14.1,93,2.4,3819,201,5.3,471,12.3,757,19.8,1748,45.8,42,1.1,491,12.9,109,2.9
2015,BULAMBULI ,917,12,1.3,59,6.4,164,17.9,501,54.6,4,0.4,151,16.5,26,2.8,418,0,0,17,4.1,63,15.1,245,58.6,1,0.2,80,19.1,12,2.9,499,12,2.4,42,8.4,101,20.2,256,51.3,3,0.6,71,14.2,14,2.8
2015,KITGUM MAIN ,2461,70,2.8,399,16.2,696,28.3,980,39.8,21,0.9,204,8.3,91,3.7,931,9,1,112,12,265,28.5,403,43.3,8,0.9,108,11.6,26,2.8,1530,61,4,287,18.8,431,28.2,577,37.7,13,0.8,96,6.3,65,4.2
2015,BUKOMANSIMBI ,1042,51,4.9,134,12.9,208,20,528,50.7,3,0.3,92,8.8,26,2.5,551,21,3.8,50,9.1,106,19.2,307,55.7,1,0.2,48,8.7,18,3.3,491,30,6.1,84,17.1,102,20.8,221,45,2,0.4,44,9,8,1.6
2015,LYANTONDE ,458,49,10.7,85,18.6,111,24.2,179,39.1,2,0.4,25,5.5,7,1.5,234,15,6.4,40,17.1,59,25.2,101,43.2,1,0.4,14,6,4,1.7,224,34,15.2,45,20.1,52,23.2,78,34.8,1,0.4,11,4.9,3,1.3
2015,AGAGO ,623,23,3.7,96,15.4,205,32.9,238,38.2,3,0.5,40,6.4,18,2.9,168,1,0.6,9,5.4,54,32.1,81,48.2,0,0,21,12.5,2,1.2,455,22,4.8,87,19.1,151,33.2,157,34.5,3,0.7,19,4.2,16,3.5
2015,MASAKA MAIN ,4723,622,13.2,930,19.7,1036,21.9,1791,37.9,36,0.8,207,4.4,101,2.1,2452,174,7.1,443,18.1,544,22.2,1087,44.3,21,0.9,118,4.8,65,2.7,2271,448,19.7,487,21.4,492,21.7,704,31,15,0.7,89,3.9,36,1.6
2015,RUKUNGIRI. ,4202,424,10.1,679,16.2,925,22,1729,41.1,36,0.9,341,8.1,68,1.6,2349,249,10.6,334,14.2,492,20.9,998,42.5,27,1.1,204,8.7,45,1.9,1853,175,9.4,345,18.6,433,23.4,731,39.4,9,0.5,137,7.4,23,1.2
2015,MBARARA ,6238,885,14.2,1006,16.1,1364,21.9,2496,40,26,0.4,329,5.3,132,2.1,3016,298,9.9,428,14.2,669,22.2,1376,45.6,6,0.2,184,6.1,55,1.8,3222,587,18.2,578,17.9,695,21.6,1120,34.8,20,0.6,145,4.5,77,2.4
2015,IBANDA ,3074,203,6.6,528,17.2,744,24.2,1302,42.4,3,0.1,226,7.4,68,2.2,1561,50,3.2,229,14.7,371,23.8,743,47.6,2,0.1,132,8.5,34,2.2,1513,153,10.1,299,19.8,373,24.7,559,36.9,1,0.1,94,6.2,34,2.2
2015,KAMULI ,4782,163,3.4,540,11.3,1016,21.2,2187,45.7,16,0.3,720,15.1,140,2.9,2250,32,1.4,187,8.3,444,19.7,1119,49.7,9,0.4,388,17.2,71,3.2,2532,131,5.2,353,13.9,572,22.6,1068,42.2,7,0.3,332,13.1,69,2.7
2015,KAPCHORWA. ,2277,72,3.2,230,10.1,447,19.6,1128,49.5,11,0.5,357,15.7,32,1.4,1139,21,1.8,91,8,197,17.3,632,55.5,3,0.3,179,15.7,16,1.4,1138,51,4.5,139,12.2,250,22,496,43.6,8,0.7,178,15.6,16,1.4
2015,MUKONO ,11002,2230,20.3,2214,20.1,2332,21.2,3502,31.8,41,0.4,474,4.3,209,1.9,5809,963,16.6,1085,18.7,1295,22.3,2066,35.6,24,0.4,255,4.4,121,2.1,5193,1267,24.4,1129,21.7,1037,20,1436,27.7,17,0.3,219,4.2,88,1.7
2015,SSEMBABULE ,1160,34,2.9,120,10.3,231,19.9,603,52,3,0.3,138,11.9,31,2.7,625,10,1.6,56,9,115,18.4,341,54.6,1,0.2,86,13.8,16,2.6,535,24,4.5,64,12,116,21.7,262,49,2,0.4,52,9.7,15,2.8
2015,LUUKA ,1651,42,2.5,113,6.8,309,18.7,874,52.9,13,0.8,250,15.1,50,3,807,12,1.5,33,4.1,135,16.7,454,56.3,4,0.5,146,18.1,23,2.9,844,30,3.6,80,9.5,174,20.6,420,49.8,9,1.1,104,12.3,27,3.2
2015,NAMUTUMBA ,1885,66,3.5,251,13.3,425,22.5,893,47.4,16,0.8,177,9.4,57,3,811,7,0.9,82,10.1,171,21.1,429,52.9,8,1,84,10.4,30,3.7,1074,59,5.5,169,15.7,254,23.6,464,43.2,8,0.7,93,8.7,27,2.5
2015,APAC ,1291,24,1.9,182,14.1,417,32.3,572,44.3,2,0.2,70,5.4,24,1.9,621,3,0.5,53,8.5,181,29.1,320,51.5,0,0,53,8.5,11,1.8,670,21,3.1,129,19.3,236,35.2,252,37.6,2,0.3,17,2.5,13,1.9
2015,BUSIA ,3126,85,2.7,352,11.3,578,18.5,1435,45.9,25,0.8,552,17.7,99,3.2,1365,22,1.6,152,11.1,243,17.8,645,47.3,8,0.6,258,18.9,37,2.7,1761,63,3.6,200,11.4,335,19,790,44.9,17,1,294,16.7,62,3.5
2015,KOTIDO MAIN ,204,18,8.8,76,37.3,80,39.2,27,13.2,0,0,1,0.5,2,1,77,0,0,16,20.8,42,54.5,18,23.4,0,0,0,0,1,1.3,127,18,14.2,60,47.2,38,29.9,9,7.1,0,0,1,0.8,1,0.8
2015,LUWERO ,7448,768,10.3,1258,16.9,1598,21.5,3056,41,65,0.9,555,7.5,148,2,3935,301,7.6,626,15.9,855,21.7,1736,44.1,24,0.6,311,7.9,82,2.1,3513,467,13.3,632,18,743,21.2,1320,37.6,41,1.2,244,6.9,66,1.9
2015,KISORO ,2379,109,4.6,325,13.7,582,24.5,1126,47.3,15,0.6,167,7,55,2.3,1169,29,2.5,127,10.9,274,23.4,619,53,8,0.7,90,7.7,22,1.9,1210,80,6.6,198,16.4,308,25.5,507,41.9,7,0.6,77,6.4,33,2.7
2015,ARUA ,5381,197,3.7,837,15.6,1593,29.6,2210,41.1,16,0.3,386,7.2,142,2.6,2308,50,2.2,234,10.1,615,26.6,1137,49.3,4,0.2,220,9.5,48,2.1,3073,147,4.8,603,19.6,978,31.8,1073,34.9,12,0.4,166,5.4,94,3.1
2015,OYAM ,1067,10,0.9,156,14.6,347,32.5,483,45.3,2,0.2,46,4.3,23,2.2,544,1,0.2,55,10.1,161,29.6,288,52.9,0,0,27,5,12,2.2,523,9,1.7,101,19.3,186,35.6,195,37.3,2,0.4,19,3.6,11,2.1
2015,YUMBE ,902,26,2.9,127,14.1,281,31.2,369,40.9,2,0.2,73,8.1,24,2.7,304,1,0.3,30,9.9,79,26,151,49.7,2,0.7,34,11.2,7,2.3,598,25,4.2,97,16.2,202,33.8,218,36.5,0,0,39,6.5,17,2.8
