YEAR,DISTRICT ,TOTAL CANDIDATES,Total DIV 1,% DIV 1,Total DIV 2,% DIV 2,Total DIV 3,% DIV 3,Total DIV 4,% DIV 4,Total DIV 7,% DIV 7,Total DIV 9,% DIV 9,Total DIV X,% X,FEMALE CANDIDATES,FEMALE TOTAL DIV1 ,FEMALE % DIV1 ,FEMALE TOTAL DIV2 ,FEMALE % DIV2,FEMALE TOTAL DIV3,FEMALE % DIV3,FEMALE TOTAL DIV4,FEMALE % DIV4,FEMALE TOTAL DIV7,FEMALE % DIV7,FEMALE TOTAL DIV9,FEMALE % DIV9,FEMALE TOTAL X,FEMALE % X ,MALE CANDIDATES,MALE TOTAL DIV1 ,MALE % DIV1 ,MALE TOTAL DIV2,MALE % DIV2,MALE TOTAL DIV3,MALE % DIV3,MALE TOTAL DIV4,MALE % DIV4 ,MALE TOTAL DIV7,MALE % DIV7,MALE TOTAL DIV9,MALE % DIV9,MALE TOTAL X,MALE % X
numeric,string,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
2014,MARACHA ,859,9,1,138,16.1,273,31.8,372,43.3,0,0,54,6.3,13,1.5,299,1,0.3,22,7.4,90,30.1,152,50.8,0,0,29,9.7,5,1.7,560,8,1.4,116,20.7,183,32.7,220,39.3,0,0,25,4.5,8,1.4
2014,BUYENDE ,1087,13,1.2,71,6.5,186,17.1,606,55.7,5,0.5,178,16.4,28,2.6,411,2,0.5,10,2.4,59,14.4,258,62.8,2,0.5,71,17.3,9,2.2,676,11,1.6,61,9,127,18.8,348,51.5,3,0.4,107,15.8,19,2.8
2014,KYEGEGWA ,808,22,2.7,94,11.6,150,18.6,441,54.6,2,0.2,88,10.9,11,1.4,335,4,1.2,28,8.4,63,18.8,194,57.9,1,0.3,39,11.6,6,1.8,473,18,3.8,66,14,87,18.4,247,52.2,1,0.2,49,10.4,5,1.1
2014,WAKISO ,29692,5023,16.9,5875,19.8,6609,22.3,11038,37.2,84,0.3,749,2.5,314,1.1,15868,2139,13.5,3033,19.1,3670,23.1,6381,40.2,34,0.2,451,2.8,160,1,13824,2884,20.9,2842,20.6,2939,21.3,4657,33.7,50,0.4,298,2.2,154,1.1
2014,KOLE ,985,85,8.6,150,15.2,297,30.2,405,41.1,1,0.1,43,4.4,4,0.4,374,53,14.2,29,7.8,89,23.8,172,46,0,0,30,8,1,0.3,611,32,5.2,121,19.8,208,34,233,38.1,1,0.2,13,2.1,3,0.5
2014,KALUNGU ,2240,278,12.4,396,17.7,479,21.4,1024,45.7,3,0.1,28,1.3,32,1.4,1360,160,11.8,238,17.5,287,21.1,636,46.8,2,0.1,15,1.1,22,1.6,880,118,13.4,158,18,192,21.8,388,44.1,1,0.1,13,1.5,10,1.1
2014,KITGUM ,406,11,2.7,34,8.4,94,23.2,215,53,0,0,48,11.8,4,1,130,0,0,3,2.3,27,20.8,77,59.2,0,0,23,17.7,0,0,276,11,4,31,11.2,67,24.3,138,50,0,0,25,9.1,4,1.4
2014,NTOROKO ,176,1,0.6,8,4.5,28,15.9,113,64.2,0,0,21,11.9,5,2.8,52,0,0,3,5.8,5,9.6,37,71.2,0,0,7,13.5,0,0,124,1,0.8,5,4,23,18.5,76,61.3,0,0,14,11.3,5,4
2014,ABIM ,371,8,2.2,50,13.5,115,31,179,48.2,0,0,12,3.2,7,1.9,221,1,0.5,22,10,71,32.1,113,51.1,0,0,12,5.4,2,0.9,150,7,4.7,28,18.7,44,29.3,66,44,0,0,0,0,5,3.3
2014,OTUKE ,362,65,18,120,33.1,94,26,69,19.1,0,0,10,2.8,4,1.1,106,3,2.8,21,19.8,39,36.8,35,33,0,0,8,7.5,0,0,256,62,24.2,99,38.7,55,21.5,34,13.3,0,0,2,0.8,4,1.6
2014,MOYO ,1117,31,2.8,128,11.5,245,21.9,460,41.2,1,0.1,83,7.4,169,15.1,373,7,1.9,21,5.6,71,19,168,45,1,0.3,49,13.1,56,15,744,24,3.2,107,14.4,174,23.4,292,39.2,0,0,34,4.6,113,15.2
2014,NAKASONGOLA ,1624,23,1.4,139,8.6,330,20.3,978,60.2,2,0.1,129,7.9,23,1.4,749,2,0.3,47,6.3,131,17.5,488,65.2,1,0.1,67,8.9,13,1.7,875,21,2.4,92,10.5,199,22.7,490,56,1,0.1,62,7.1,10,1.1
2014,KWEEN ,1094,9,0.8,47,4.3,181,16.5,713,65.2,4,0.4,132,12.1,8,0.7,518,0,0,14,2.7,72,13.9,355,68.5,3,0.6,72,13.9,2,0.4,576,9,1.6,33,5.7,109,18.9,358,62.2,1,0.2,60,10.4,6,1
2014,SIRONKO ,2005,50,2.5,179,8.9,402,20,1086,54.2,3,0.1,260,13,25,1.2,914,4,0.4,44,4.8,171,18.7,529,57.9,0,0,153,16.7,13,1.4,1091,46,4.2,135,12.4,231,21.2,557,51.1,3,0.3,107,9.8,12,1.1
2014,AMURU ,395,17,4.3,77,19.5,111,28.1,170,43,1,0.3,14,3.5,5,1.3,126,3,2.4,9,7.1,32,25.4,70,55.6,0,0,10,7.9,2,1.6,269,14,5.2,68,25.3,79,29.4,100,37.2,1,0.4,4,1.5,3,1.1
2014,BUGIRI ,733,4,0.5,39,5.3,106,14.5,409,55.8,2,0.3,157,21.4,16,2.2,249,0,0,3,1.2,25,10,136,54.6,0,0,78,31.3,7,2.8,484,4,0.8,36,7.4,81,16.7,273,56.4,2,0.4,79,16.3,9,1.9
2014,NAPAK ,130,4,3.1,56,43.1,57,43.8,12,9.2,0,0,0,0,1,0.8,130,4,3.1,56,43.1,57,43.8,12,9.2,0,0,0,0,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,BUTAMBALA ,2581,266,10.3,456,17.7,468,18.1,1284,49.7,5,0.2,73,2.8,29,1.1,1343,103,7.7,200,14.9,230,17.1,747,55.6,3,0.2,45,3.4,15,1.1,1238,163,13.2,256,20.7,238,19.2,537,43.4,2,0.2,28,2.3,14,1.1
2014,ZOMBO ,601,5,0.8,36,6,111,18.5,366,60.9,1,0.2,62,10.3,20,3.3,178,0,0,5,2.8,26,14.6,119,66.9,0,0,22,12.4,6,3.4,423,5,1.2,31,7.3,85,20.1,247,58.4,1,0.2,40,9.5,14,3.3
2014,LIRA ,5359,276,5.2,934,17.4,1504,28.1,2291,42.8,28,0.5,252,4.7,74,1.4,2311,56,2.4,308,13.3,646,28,1095,47.4,18,0.8,162,7,26,1.1,3048,220,7.2,626,20.5,858,28.1,1196,39.2,10,0.3,90,3,48,1.6
2014,SOROTI ,5085,246,4.8,1002,19.7,1278,25.1,2101,41.3,16,0.3,393,7.7,49,1,2201,49,2.2,372,16.9,544,24.7,1006,45.7,3,0.1,206,9.4,21,1,2884,197,6.8,630,21.8,734,25.5,1095,38,13,0.5,187,6.5,28,1
2014,NGORA ,1719,69,4,264,15.4,411,23.9,799,46.5,1,0.1,155,9,20,1.2,822,26,3.2,110,13.4,186,22.6,400,48.7,0,0,93,11.3,7,0.9,897,43,4.8,154,17.2,225,25.1,399,44.5,1,0.1,62,6.9,13,1.4
2014,BUNDIBUGYO ,790,9,1.1,57,7.2,140,17.7,429,54.3,10,1.3,125,15.8,20,2.5,260,0,0,13,5,33,12.7,158,60.8,0,0,50,19.2,6,2.3,530,9,1.7,44,8.3,107,20.2,271,51.1,10,1.9,75,14.2,14,2.6
2014,KABERAMAIDO ,1257,12,1,103,8.2,255,20.3,712,56.6,1,0.1,151,12,23,1.8,458,3,0.7,25,5.5,73,15.9,273,59.6,0,0,79,17.2,5,1.1,799,9,1.1,78,9.8,182,22.8,439,54.9,1,0.1,72,9,18,2.3
2014,MPIGI ,4353,424,9.7,928,21.3,987,22.7,1918,44.1,5,0.1,54,1.2,37,0.8,2319,166,7.2,490,21.1,537,23.2,1073,46.3,3,0.1,33,1.4,17,0.7,2034,258,12.7,438,21.5,450,22.1,845,41.5,2,0.1,21,1,20,1
2014,BUDAKA ,2042,65,3.2,247,12.1,453,22.2,1076,52.7,4,0.2,169,8.3,28,1.4,904,13,1.4,107,11.8,210,23.2,480,53.1,0,0,77,8.5,17,1.9,1138,52,4.6,140,12.3,243,21.4,596,52.4,4,0.4,92,8.1,11,1
2014,KIBAALE ,3771,157,4.2,557,14.8,909,24.1,1917,50.8,10,0.3,163,4.3,58,1.5,1710,65,3.8,205,12,376,22,959,56.1,5,0.3,74,4.3,26,1.5,2061,92,4.5,352,17.1,533,25.9,958,46.5,5,0.2,89,4.3,32,1.6
2014,BUDUDA ,960,11,1.1,56,5.8,144,15,558,58.1,1,0.1,181,18.9,9,0.9,480,2,0.4,18,3.8,55,11.5,295,61.5,0,0,105,21.9,5,1,480,9,1.9,38,7.9,89,18.5,263,54.8,1,0.2,76,15.8,4,0.8
2014,KIBOGA ,1134,23,2,119,10.5,192,16.9,687,60.6,1,0.1,91,8,21,1.9,565,5,0.9,49,8.7,90,15.9,374,66.2,1,0.2,35,6.2,11,1.9,569,18,3.2,70,12.3,102,17.9,313,55,0,0,56,9.8,10,1.8
2014,PALLISA. ,3416,58,1.7,270,7.9,629,18.4,1991,58.3,10,0.3,423,12.4,35,1,1368,9,0.7,59,4.3,196,14.3,857,62.6,2,0.1,233,17,12,0.9,2048,49,2.4,211,10.3,433,21.1,1134,55.4,8,0.4,190,9.3,23,1.1
2014,BUKEDEA ,1201,19,1.6,86,7.2,256,21.3,674,56.1,2,0.2,151,12.6,13,1.1,533,4,0.8,22,4.1,94,17.6,324,60.8,0,0,84,15.8,5,0.9,668,15,2.2,64,9.6,162,24.3,350,52.4,2,0.3,67,10,8,1.2
2014,NTUNGAMO ,4788,384,8,868,18.1,1152,24.1,2237,46.7,9,0.2,94,2,44,0.9,2392,99,4.1,310,13,589,24.6,1315,55,7,0.3,48,2,24,1,2396,285,11.9,558,23.3,563,23.5,922,38.5,2,0.1,46,1.9,20,0.8
2014,TORORO ,5623,410,7.3,626,11.1,998,17.7,2871,51.1,18,0.3,649,11.5,51,0.9,2472,213,8.6,253,10.2,400,16.2,1266,51.2,3,0.1,312,12.6,25,1,3151,197,6.3,373,11.8,598,19,1605,50.9,15,0.5,337,10.7,26,0.8
2014,MOROTO ,417,30,7.2,66,15.8,98,23.5,198,47.5,0,0,20,4.8,5,1.2,127,1,0.8,2,1.6,18,14.2,92,72.4,0,0,11,8.7,3,2.4,290,29,10,64,22.1,80,27.6,106,36.6,0,0,9,3.1,2,0.7
2014,KOBOKO ,1326,46,3.5,204,15.4,331,25,600,45.2,3,0.2,120,9,22,1.7,456,2,0.4,23,5,96,21.1,268,58.8,2,0.4,56,12.3,9,2,870,44,5.1,181,20.8,235,27,332,38.2,1,0.1,64,7.4,13,1.5
2014,MBALE ,8187,234,2.9,837,10.2,1454,17.8,4351,53.1,57,0.7,1126,13.8,128,1.6,3860,69,1.8,311,8.1,659,17.1,2144,55.5,24,0.6,585,15.2,68,1.8,4327,165,3.8,526,12.2,795,18.4,2207,51,33,0.8,541,12.5,60,1.4
2014,BULIISA ,469,9,1.9,54,11.5,114,24.3,235,50.1,2,0.4,48,10.2,7,1.5,164,1,0.6,10,6.1,35,21.3,94,57.3,0,0,22,13.4,2,1.2,305,8,2.6,44,14.4,79,25.9,141,46.2,2,0.7,26,8.5,5,1.6
2014,BUSHENYI ,1954,92,4.7,295,15.1,462,23.6,1065,54.5,1,0.1,24,1.2,15,0.8,1098,32,2.9,130,11.8,251,22.9,662,60.3,1,0.1,16,1.5,6,0.5,856,60,7,165,19.3,211,24.6,403,47.1,0,0,8,0.9,9,1.1
2014,KUMI ,1696,23,1.4,202,11.9,475,28,859,50.6,1,0.1,123,7.3,13,0.8,804,4,0.5,69,8.6,204,25.4,452,56.2,0,0,71,8.8,4,0.5,892,19,2.1,133,14.9,271,30.4,407,45.6,1,0.1,52,5.8,9,1
2014,KATAKWI ,892,5,0.6,70,7.8,190,21.3,490,54.9,0,0,123,13.8,14,1.6,328,0,0,11,3.4,68,20.7,185,56.4,0,0,57,17.4,7,2.1,564,5,0.9,59,10.5,122,21.6,305,54.1,0,0,66,11.7,7,1.2
2014,AMURIA ,1554,19,1.2,175,11.3,304,19.6,862,55.5,4,0.3,172,11.1,18,1.2,528,2,0.4,39,7.4,85,16.1,311,58.9,1,0.2,88,16.7,2,0.4,1026,17,1.7,136,13.3,219,21.3,551,53.7,3,0.3,84,8.2,16,1.6
2014,MANAFWA ,2872,21,0.7,191,6.7,467,16.3,1701,59.2,3,0.1,442,15.4,47,1.6,1347,6,0.4,63,4.7,205,15.2,818,60.7,1,0.1,234,17.4,20,1.5,1525,15,1,128,8.4,262,17.2,883,57.9,2,0.1,208,13.6,27,1.8
2014,KAMPALA ,21461,3367,15.7,4591,21.4,4714,22,7855,36.6,116,0.5,579,2.7,239,1.1,11239,1591,14.2,2219,19.7,2550,22.7,4377,38.9,62,0.6,319,2.8,121,1.1,10222,1776,17.4,2372,23.2,2164,21.2,3478,34,54,0.5,260,2.5,118,1.2
2014,MUBENDE ,3530,144,4.1,391,11.1,649,18.4,2059,58.3,12,0.3,221,6.3,54,1.5,1677,29,1.7,127,7.6,297,17.7,1075,64.1,4,0.2,119,7.1,26,1.6,1853,115,6.2,264,14.2,352,19,984,53.1,8,0.4,102,5.5,28,1.5
2014,KABALE ,6466,443,6.9,1011,15.6,1363,21.1,3267,50.5,21,0.3,274,4.2,87,1.3,3249,105,3.2,418,12.9,673,20.7,1807,55.6,9,0.3,191,5.9,46,1.4,3217,338,10.5,593,18.4,690,21.4,1460,45.4,12,0.4,83,2.6,41,1.3
2014,BUKWO ,1069,7,0.7,61,5.7,187,17.5,601,56.2,2,0.2,195,18.2,16,1.5,472,1,0.2,8,1.7,71,15,283,60,0,0,103,21.8,6,1.3,597,6,1,53,8.9,116,19.4,318,53.3,2,0.3,92,15.4,10,1.7
2014,KYENJOJO ,2275,35,1.5,204,9,448,19.7,1278,56.2,12,0.5,257,11.3,41,1.8,974,11,1.1,69,7.1,162,16.6,572,58.7,5,0.5,137,14.1,18,1.8,1301,24,1.8,135,10.4,286,22,706,54.3,7,0.5,120,9.2,23,1.8
2014,KAYUNGA ,3425,199,5.8,566,16.5,833,24.3,1632,47.6,5,0.1,149,4.4,41,1.2,1655,63,3.8,239,14.4,390,23.6,868,52.4,3,0.2,78,4.7,14,0.8,1770,136,7.7,327,18.5,443,25,764,43.2,2,0.1,71,4,27,1.5
2014,LWENGO ,1750,87,5,274,15.7,422,24.1,911,52.1,5,0.3,35,2,16,0.9,871,18,2.1,106,12.2,199,22.8,518,59.5,3,0.3,16,1.8,11,1.3,879,69,7.8,168,19.1,223,25.4,393,44.7,2,0.2,19,2.2,5,0.6
2014,DOKOLO ,660,6,0.9,54,8.2,180,27.3,376,57,0,0,32,4.8,12,1.8,232,0,0,3,1.3,39,16.8,167,72,0,0,18,7.8,5,2.2,428,6,1.4,51,11.9,141,32.9,209,48.8,0,0,14,3.3,7,1.6
2014,MAYUGE ,2822,73,2.6,253,9,488,17.3,1615,57.2,14,0.5,346,12.3,33,1.2,1223,22,1.8,99,8.1,180,14.7,736,60.2,2,0.2,171,14,13,1.1,1599,51,3.2,154,9.6,308,19.3,879,55,12,0.8,175,10.9,20,1.3
2014,BUGIRI MAIN ,2707,34,1.3,149,5.5,441,16.3,1504,55.6,19,0.7,493,18.2,67,2.5,1116,4,0.4,31,2.8,159,14.2,663,59.4,3,0.3,225,20.2,31,2.8,1591,30,1.9,118,7.4,282,17.7,841,52.9,16,1,268,16.8,36,2.3
2014,BUSHENYI MAIN ,4971,775,15.6,1266,25.5,1048,21.1,1764,35.5,20,0.4,55,1.1,43,0.9,2616,351,13.4,578,22.1,579,22.1,1040,39.8,8,0.3,38,1.5,22,0.8,2355,424,18,688,29.2,469,19.9,724,30.7,12,0.5,17,0.7,21,0.9
2014,ADJUMANI ,906,29,3.2,119,13.1,231,25.5,401,44.3,1,0.1,109,12,16,1.8,328,3,0.9,26,7.9,85,25.9,158,48.2,0,0,49,14.9,7,2.1,578,26,4.5,93,16.1,146,25.3,243,42,1,0.2,60,10.4,9,1.6
2014,KALANGALA ,115,2,1.7,14,12.2,30,26.1,63,54.8,0,0,2,1.7,4,3.5,56,0,0,9,16.1,12,21.4,31,55.4,0,0,2,3.6,2,3.6,59,2,3.4,5,8.5,18,30.5,32,54.2,0,0,0,0,2,3.4
2014,SHEEMA ,3614,363,10,746,20.6,827,22.9,1581,43.7,5,0.1,60,1.7,32,0.9,1966,161,8.2,348,17.7,464,23.6,936,47.6,1,0.1,41,2.1,15,0.8,1648,202,12.3,398,24.2,363,22,645,39.1,4,0.2,19,1.2,17,1
2014,BUVUMA ,109,5,4.6,18,16.5,41,37.6,44,40.4,0,0,1,0.9,0,0,41,1,2.4,6,14.6,19,46.3,15,36.6,0,0,0,0,0,0,68,4,5.9,12,17.6,22,32.4,29,42.6,0,0,1,1.5,0,0
2014,BUTALEJA ,1744,19,1.1,109,6.3,261,15,1038,59.5,6,0.3,286,16.4,25,1.4,700,6,0.9,33,4.7,87,12.4,450,64.3,1,0.1,118,16.9,5,0.7,1044,13,1.2,76,7.3,174,16.7,588,56.3,5,0.5,168,16.1,20,1.9
2014,GOMBA ,764,15,2,78,10.2,145,19,494,64.7,1,0.1,18,2.4,13,1.7,396,4,1,31,7.8,70,17.7,270,68.2,1,0.3,10,2.5,10,2.5,368,11,3,47,12.8,75,20.4,224,60.9,0,0,8,2.2,3,0.8
2014,IGANGA ,7767,368,4.7,769,9.9,1315,16.9,4204,54.1,57,0.7,910,11.7,144,1.9,3865,212,5.5,308,8,618,16,2141,55.4,24,0.6,494,12.8,68,1.8,3902,156,4,461,11.8,697,17.9,2063,52.9,33,0.8,416,10.7,76,1.9
2014,BULAMBULI ,874,4,0.5,62,7.1,145,16.6,499,57.1,3,0.3,144,16.5,17,1.9,398,0,0,14,3.5,60,15.1,242,60.8,2,0.5,73,18.3,7,1.8,476,4,0.8,48,10.1,85,17.9,257,54,1,0.2,71,14.9,10,2.1
2014,KITGUM MAIN ,2498,66,2.6,389,15.6,708,28.3,1080,43.2,9,0.4,207,8.3,39,1.6,909,9,1,110,12.1,234,25.7,446,49.1,0,0,101,11.1,9,1,1589,57,3.6,279,17.6,474,29.8,634,39.9,9,0.6,106,6.7,30,1.9
2014,BUKOMANSIMBI ,1047,52,5,127,12.1,204,19.5,615,58.7,3,0.3,37,3.5,9,0.9,543,12,2.2,57,10.5,97,17.9,349,64.3,2,0.4,22,4.1,4,0.7,504,40,7.9,70,13.9,107,21.2,266,52.8,1,0.2,15,3,5,1
2014,LYANTONDE ,541,25,4.6,83,15.3,123,22.7,285,52.7,2,0.4,19,3.5,4,0.7,242,6,2.5,34,14,58,24,134,55.4,1,0.4,8,3.3,1,0.4,299,19,6.4,49,16.4,65,21.7,151,50.5,1,0.3,11,3.7,3,1
2014,AGAGO ,495,16,3.2,74,14.9,160,32.3,219,44.2,0,0,16,3.2,10,2,136,2,1.5,7,5.1,33,24.3,77,56.6,0,0,12,8.8,5,3.7,359,14,3.9,67,18.7,127,35.4,142,39.6,0,0,4,1.1,5,1.4
2014,MASAKA MAIN ,4588,490,10.7,854,18.6,1012,22.1,2040,44.5,47,1,85,1.9,60,1.3,2315,113,4.9,401,17.3,517,22.3,1173,50.7,36,1.6,41,1.8,34,1.5,2273,377,16.6,453,19.9,495,21.8,867,38.1,11,0.5,44,1.9,26,1.1
2014,RUKUNGIRI. ,4063,355,8.7,638,15.7,882,21.7,2005,49.3,31,0.8,95,2.3,57,1.4,2220,234,10.5,335,15.1,418,18.8,1118,50.4,24,1.1,60,2.7,31,1.4,1843,121,6.6,303,16.4,464,25.2,887,48.1,7,0.4,35,1.9,26,1.4
2014,MBARARA ,6121,831,13.6,957,15.6,1350,22.1,2790,45.6,8,0.1,111,1.8,74,1.2,2899,269,9.3,370,12.8,661,22.8,1516,52.3,0,0,51,1.8,32,1.1,3222,562,17.4,587,18.2,689,21.4,1274,39.5,8,0.2,60,1.9,42,1.3
2014,IBANDA ,3185,167,5.2,513,16.1,784,24.6,1600,50.2,3,0.1,77,2.4,41,1.3,1607,53,3.3,217,13.5,381,23.7,887,55.2,1,0.1,45,2.8,23,1.4,1578,114,7.2,296,18.8,403,25.5,713,45.2,2,0.1,32,2,18,1.1
2014,KAMULI ,4834,120,2.5,429,8.9,877,18.1,2804,58,16,0.3,508,10.5,80,1.7,2213,27,1.2,164,7.4,381,17.2,1346,60.8,4,0.2,249,11.3,42,1.9,2621,93,3.5,265,10.1,496,18.9,1458,55.6,12,0.5,259,9.9,38,1.4
2014,KAPCHORWA. ,2164,53,2.4,190,8.8,389,18,1220,56.4,9,0.4,281,13,22,1,1089,15,1.4,72,6.6,179,16.4,644,59.1,5,0.5,160,14.7,14,1.3,1075,38,3.5,118,11,210,19.5,576,53.6,4,0.4,121,11.3,8,0.7
2014,MUKONO ,11183,2094,18.7,2178,19.5,2318,20.7,4105,36.7,21,0.2,340,3,127,1.1,5735,859,15,1040,18.1,1247,21.7,2314,40.3,14,0.2,200,3.5,61,1.1,5448,1235,22.7,1138,20.9,1071,19.7,1791,32.9,7,0.1,140,2.6,66,1.2
2014,SSEMBABULE ,1024,39,3.8,118,11.5,224,21.9,595,58.1,0,0,33,3.2,15,1.5,516,8,1.6,48,9.3,111,21.5,329,63.8,0,0,14,2.7,6,1.2,508,31,6.1,70,13.8,113,22.2,266,52.4,0,0,19,3.7,9,1.8
2014,LUUKA ,1634,24,1.5,136,8.3,308,18.8,1019,62.4,0,0,123,7.5,24,1.5,780,7,0.9,42,5.4,123,15.8,524,67.2,0,0,68,8.7,16,2.1,854,17,2,94,11,185,21.7,495,58,0,0,55,6.4,8,0.9
2014,NAMUTUMBA ,1672,40,2.4,166,9.9,307,18.4,939,56.2,3,0.2,179,10.7,38,2.3,741,9,1.2,53,7.2,115,15.5,468,63.2,1,0.1,77,10.4,18,2.4,931,31,3.3,113,12.1,192,20.6,471,50.6,2,0.2,102,11,20,2.1
2014,APAC ,1162,33,2.8,172,14.8,272,23.4,599,51.5,1,0.1,62,5.3,23,2,526,3,0.6,41,7.8,87,16.5,344,65.4,0,0,44,8.4,7,1.3,636,30,4.7,131,20.6,185,29.1,255,40.1,1,0.2,18,2.8,16,2.5
2014,BUSIA ,3337,89,2.7,258,7.7,541,16.2,1823,54.6,23,0.7,538,16.1,65,1.9,1474,28,1.9,115,7.8,217,14.7,813,55.2,8,0.5,265,18,28,1.9,1863,61,3.3,143,7.7,324,17.4,1010,54.2,15,0.8,273,14.7,37,2
2014,KOTIDO MAIN ,248,7,2.8,31,12.5,78,31.5,120,48.4,1,0.4,9,3.6,2,0.8,93,0,0,4,4.3,21,22.6,58,62.4,1,1.1,9,9.7,0,0,155,7,4.5,27,17.4,57,36.8,62,40,0,0,0,0,2,1.3
2014,LUWERO ,7084,716,10.1,1267,17.9,1560,22,3160,44.6,43,0.6,240,3.4,98,1.4,3651,257,7,605,16.6,841,23,1752,48,21,0.6,130,3.6,45,1.2,3433,459,13.4,662,19.3,719,20.9,1408,41,22,0.6,110,3.2,53,1.5
2014,KISORO ,2341,95,4.1,370,15.8,540,23.1,1125,48.1,27,1.2,165,7,19,0.8,1166,30,2.6,158,13.6,237,20.3,603,51.7,15,1.3,115,9.9,8,0.7,1175,65,5.5,212,18,303,25.8,522,44.4,12,1,50,4.3,11,0.9
2014,ARUA ,5538,215,3.9,780,14.1,1428,25.8,2585,46.7,13,0.2,433,7.8,84,1.5,2348,38,1.6,265,11.3,517,22,1233,52.5,6,0.3,264,11.2,25,1.1,3190,177,5.5,515,16.1,911,28.6,1352,42.4,7,0.2,169,5.3,59,1.8
2014,OYAM ,1095,19,1.7,155,14.2,339,31,507,46.3,2,0.2,56,5.1,17,1.6,482,5,1,63,13.1,124,25.7,249,51.7,0,0,35,7.3,6,1.2,613,14,2.3,92,15,215,35.1,258,42.1,2,0.3,21,3.4,11,1.8
2014,YUMBE ,986,11,1.1,109,11.1,249,25.3,510,51.7,1,0.1,88,8.9,18,1.8,303,2,0.7,14,4.6,54,17.8,190,62.7,0,0,41,13.5,2,0.7,683,9,1.3,95,13.9,195,28.6,320,46.9,1,0.1,47,6.9,16,2.3
2014,ALEBTONG ,592,6,1,56,9.5,180,30.4,315,53.2,0,0,31,5.2,4,0.7,299,4,1.3,25,8.4,80,26.8,165,55.2,0,0,25,8.4,0,0,293,2,0.7,31,10.6,100,34.1,150,51.2,0,0,6,2,4,1.4
2014,HOIMA ,4521,352,7.8,629,13.9,948,21,2158,47.7,18,0.4,355,7.9,61,1.3,2130,107,5,260,12.2,466,21.9,1093,51.3,7,0.3,169,7.9,28,1.3,2391,245,10.2,369,15.4,482,20.2,1065,44.5,11,0.5,186,7.8,33,1.4
2014,NAKAPIRIPIRIT ,180,1,0.6,10,5.6,41,22.8,106,58.9,2,1.1,17,9.4,3,1.7,50,0,0,0,0,6,12,36,72,1,2,6,12,1,2,130,1,0.8,10,7.7,35,26.9,70,53.8,1,0.8,11,8.5,2,1.5
2014,KIBUKU ,1635,60,3.7,157,9.6,306,18.7,929,56.8,4,0.2,153,9.4,26,1.6,613,10,1.6,39,6.4,111,18.1,378,61.7,1,0.2,64,10.4,10,1.6,1022,50,4.9,118,11.5,195,19.1,551,53.9,3,0.3,89,8.7,16,1.6
2014,BUHWEJU ,509,5,1,57,11.2,130,25.5,300,58.9,0,0,13,2.6,4,0.8,259,0,0,16,6.2,61,23.6,170,65.6,0,0,10,3.9,2,0.8,250,5,2,41,16.4,69,27.6,130,52,0,0,3,1.2,2,0.8
2014,ISINGIRO ,2050,68,3.3,307,15,481,23.5,1122,54.7,4,0.2,49,2.4,19,0.9,1125,38,3.4,159,14.1,251,22.3,640,56.9,2,0.2,27,2.4,8,0.7,925,30,3.2,148,16,230,24.9,482,52.1,2,0.2,22,2.4,11,1.2
2014,KANUNGU ,2481,116,4.7,432,17.4,569,22.9,1303,52.5,4,0.2,28,1.1,29,1.2,1246,41,3.3,176,14.1,274,22,726,58.3,1,0.1,17,1.4,11,0.9,1235,75,6.1,256,20.7,295,23.9,577,46.7,3,0.2,11,0.9,18,1.5
2014,MASINDI ,2804,142,5.1,430,15.3,669,23.9,1301,46.4,7,0.2,207,7.4,48,1.7,1278,30,2.3,200,15.6,304,23.8,618,48.4,1,0.1,98,7.7,27,2.1,1526,112,7.3,230,15.1,365,23.9,683,44.8,6,0.4,109,7.1,21,1.4
2014,KIRYANDONGO ,1675,104,6.2,327,19.5,454,27.1,681,40.7,1,0.1,73,4.4,35,2.1,681,20,2.9,106,15.6,186,27.3,322,47.3,1,0.1,35,5.1,11,1.6,994,84,8.5,221,22.2,268,27,359,36.1,0,0,38,3.8,24,2.4
2014,NEBBI ,1685,41,2.4,168,10,350,20.8,910,54,8,0.5,170,10.1,38,2.3,527,2,0.4,19,3.6,75,14.2,327,62,1,0.2,92,17.5,11,2.1,1158,39,3.4,149,12.9,275,23.7,583,50.3,7,0.6,78,6.7,27,2.3
2014,KYANKWANZI ,554,12,2.2,60,10.8,99,17.9,330,59.6,1,0.2,44,7.9,8,1.4,263,2,0.8,21,8,52,19.8,161,61.2,0,0,23,8.7,4,1.5,291,10,3.4,39,13.4,47,16.2,169,58.1,1,0.3,21,7.2,4,1.4
2014,KAABONG ,270,10,3.7,39,14.4,61,22.6,126,46.7,2,0.7,27,10,5,1.9,112,0,0,3,2.7,21,18.8,67,59.8,0,0,19,17,2,1.8,158,10,6.3,36,22.8,40,25.3,59,37.3,2,1.3,8,5.1,3,1.9
